team,elo,matches_played,first_match_date,last_match_date_x,career_points_per_game,career_goals_for_per_game,career_goals_against_per_game,career_goal_diff_per_game,career_win_rate,career_clean_sheet_rate,last_5_matches,last_5_points_per_game,last_5_goals_for_per_game,last_5_goals_against_per_game,last_5_goal_diff_per_game,last_5_win_rate,last_5_clean_sheet_rate,last_5_failed_to_score_rate,last_10_matches,last_10_points_per_game,last_10_goals_for_per_game,last_10_goals_against_per_game,last_10_goal_diff_per_game,last_10_win_rate,last_10_clean_sheet_rate,last_10_failed_to_score_rate,last_20_matches,last_20_points_per_game,last_20_goals_for_per_game,last_20_goals_against_per_game,last_20_goal_diff_per_game,last_20_win_rate,last_20_clean_sheet_rate,last_20_failed_to_score_rate,last_50_matches,last_50_points_per_game,last_50_goals_for_per_game,last_50_goals_against_per_game,last_50_goal_diff_per_game,last_50_win_rate,last_50_clean_sheet_rate,last_50_failed_to_score_rate,custom_elo,strength_score_v1,matches,weighted_goals_for,weighted_goals_against,attack_rating,defense_rating,last_10_goals_for,last_10_goals_against,last_20_goals_for,last_20_goals_against,last_50_goals_for,last_50_goals_against,last_match_date_y,net_rating,market_value_eur,elo_norm,market_norm,attack_norm,defense_norm,form_norm,intelligence_score,decimal_odds,market_champion_prob,source,market_score,intelligence_score_v2
Cambodia,1190.4850132174297,168.0,1995-12-06,2025-06-05,0.5952380952380952,0.9345238095238096,2.9761904761904763,-2.0416666666666665,0.1666666666666666,0.1130952380952381,5.0,0.0,1.2,2.2,-1.0,0.0,0.0,0.0,10.0,0.7,1.5,2.1,-0.6,0.2,0.1,0.0,20.0,0.75,1.35,1.9,-0.55,0.2,0.1,0.25,50.0,0.8,1.06,2.44,-1.38,0.24,0.14,0.34,1190.4850132174297,449.71825594784343,168.0,1.0332270642298196,2.599966905873259,0.7789568792819322,1.9601326536534256,1.5,2.1,1.35,1.9,1.06,2.44,2025-06-05,-1.1811757743714937,102600000.0,0.0945664678177642,0.4149826246053963,0.2530669386210876,0.0555180069773051,0.2592592592592592,0.2090575876532514,999.0,0.0005852107019491,not_listed,0.0,0.17371853629358813
Mongolia,1224.2622601367136,62.0,1997-05-13,2024-12-11,0.7419354838709677,0.8870967741935484,2.693548387096774,-1.8064516129032255,0.2096774193548387,0.1612903225806451,5.0,0.6,0.4,2.2,-1.8,0.2,0.0,0.8,10.0,0.6,0.5,2.0,-1.5,0.2,0.1,0.7,20.0,0.55,0.4,2.45,-2.05,0.15,0.15,0.7,50.0,0.84,0.88,2.06,-1.18,0.24,0.18,0.56,1224.2622601367136,338.91801706152114,62.0,0.6703072171351744,2.2354757440816324,0.505349149375004,1.6853402989577124,0.5,2.0,0.4,2.45,0.88,2.06,2024-12-11,-1.1799911495827085,102600000.0,0.1331314991819217,0.4149826246053963,0.091649616892805,0.0974363257228675,0.2222222222222222,0.2009267944795948,999.0,0.0005852107019491,not_listed,0.0,0.18439070086284307
Kazakhstan,1407.4484589810315,231.0,1992-06-01,2026-03-31,0.9913419913419912,1.1341991341991342,1.6883116883116882,-0.5541125541125541,0.2554112554112554,0.2510822510822511,5.0,2.0,1.6,1.4,0.2,0.6,0.6,0.2,10.0,1.6,1.4,1.5,-0.1,0.5,0.5,0.2,20.0,1.0,0.95,2.0,-1.05,0.3,0.35,0.45,50.0,1.04,0.94,1.78,-0.84,0.3,0.26,0.4,1407.4484589810315,651.3518065414642,231.0,0.9801897239113136,1.7866407745121495,0.7389716693216095,1.3469605765207486,1.4,1.5,0.95,2.0,0.94,1.78,2026-03-31,-0.6079889071991391,17350000.0,0.342283580782706,0.0254227770425918,0.2294773072070414,0.1725526137966834,0.5925925925925926,0.245718694944413,999.0,0.0005852107019491,not_listed,0.0,0.17905751479734766
Laos,1167.3457698690436,158.0,1993-06-07,2025-11-19,0.7468354430379747,1.0316455696202531,3.0,-1.9683544303797469,0.189873417721519,0.0949367088607595,5.0,0.6,0.6,3.2,-2.6,0.2,0.0,0.6,10.0,0.6,1.1,2.8,-1.7,0.1,0.0,0.3,20.0,0.55,0.9,2.65,-1.75,0.1,0.0,0.4,50.0,0.62,0.94,2.54,-1.6,0.14,0.06,0.4,1167.3457698690436,289.3055964410696,158.0,0.9863135761736364,2.675425357661158,0.7435884830042808,2.0170212913547263,1.1,2.8,0.9,2.65,0.94,2.54,2025-11-19,-1.2734328083504454,102600000.0,0.0681473328419081,0.4149826246053963,0.2322010376361078,0.0482669408289712,0.2222222222222222,0.1918896416380009,999.0,0.0005852107019491,not_listed,0.0,0.16131761462837937
Djibouti,1199.2683420319447,79.0,1994-11-28,2025-11-26,0.2784810126582278,0.5949367088607594,3.569620253164557,-2.9746835443037973,0.0632911392405063,0.0632911392405063,5.0,0.2,0.4,2.6,-2.2,0.0,0.0,0.6,10.0,0.5,0.5,2.3,-1.8,0.1,0.1,0.7,20.0,0.7,0.75,2.5,-1.75,0.15,0.15,0.55,50.0,0.36,0.52,3.28,-2.76,0.08,0.06,0.66,1199.2683420319447,321.67075391437515,79.0,0.6017889497504231,3.120282143534578,0.4536927636843953,2.3524018341685684,0.5,2.3,0.75,2.5,0.52,3.28,2025-11-26,-1.8987090704841731,102600000.0,0.1045947970070237,0.4149826246053963,0.0611744712118785,0.0126474136188453,0.1851851851851851,0.1699456363469345,999.0,0.0005852107019491,not_listed,0.0,0.1484160113485474
Gibraltar,1203.2016429253415,90.0,1993-07-06,2025-11-14,0.6,0.6555555555555556,3.077777777777778,-2.422222222222222,0.1555555555555555,0.2,5.0,0.0,0.4,3.2,-2.8,0.0,0.0,0.6,10.0,0.7,0.6,1.9,-1.3,0.1,0.3,0.5,20.0,0.35,0.3,2.95,-2.65,0.05,0.15,0.75,50.0,0.4,0.42,3.1,-2.68,0.08,0.16,0.64,1203.2016429253415,299.44073931640366,90.0,0.4738489055481075,3.1458030650629767,0.357237898130408,2.37164222970058,0.6,1.9,0.3,2.95,0.42,3.1,2025-11-14,-2.014404331570172,102600000.0,0.1090856269636806,0.4149826246053963,0.0042700625875958,0.0109095103870668,0.2592592592592592,0.1701284874607626,999.0,0.0005852107019491,not_listed,0.0,0.14494063312516314
Guam,1192.6043967138269,64.0,1991-09-09,2023-10-17,0.421875,0.75,4.859375,-4.109375,0.109375,0.09375,5.0,0.0,0.4,1.8,-1.4,0.0,0.0,0.6,10.0,0.0,0.4,2.4,-2.0,0.0,0.0,0.6,20.0,0.25,0.5,2.2,-1.7,0.05,0.1,0.7,50.0,0.48,0.62,3.32,-2.7,0.12,0.12,0.6,1192.6043967138269,256.67197852122206,64.0,0.6752065098403146,2.846310451672476,0.5090427593165221,2.145852720723138,0.4,2.4,0.5,2.2,0.62,3.32,2023-10-17,-1.636809961406616,102600000.0,0.0969862651211546,0.4149826246053963,0.093828695036802,0.0332672015333983,0.0,0.1567552334292832,999.0,0.0005852107019491,not_listed,0.0,0.15583713377039776
Pakistan,1177.264394908514,131.0,1990-09-27,2025-11-18,0.6412213740458015,0.648854961832061,2.4198473282442747,-1.7709923664122138,0.1679389312977099,0.2137404580152671,5.0,0.4,0.2,1.8,-1.6,0.0,0.2,0.8,10.0,0.5,0.3,2.8,-2.5,0.1,0.2,0.7,20.0,0.3,0.25,2.4,-2.15,0.05,0.15,0.75,50.0,0.64,0.5,1.92,-1.42,0.16,0.18,0.6,1177.264394908514,249.76897770883136,131.0,0.5301068931240667,2.17505690009954,0.3996511758638139,1.639790123408261,0.3,2.8,0.25,2.4,0.5,1.92,2025-11-18,-1.240138947544447,102600000.0,0.0794718817801496,0.4149826246053963,0.0292921542506239,0.1057422212181306,0.1851851851851851,0.1703344896132331,999.0,0.0005852107019491,not_listed,0.0,0.1635530479806888
Somalia,1188.5795536310534,85.0,1994-11-26,2025-11-26,0.3176470588235294,0.3529411764705882,2.6823529411764704,-2.3294117647058825,0.0823529411764705,0.0941176470588235,5.0,0.8,0.4,1.4,-1.0,0.2,0.2,0.8,10.0,0.5,0.4,1.7,-1.3,0.1,0.2,0.7,20.0,0.3,0.5,2.0,-1.5,0.05,0.1,0.6,50.0,0.32,0.36,2.46,-2.1,0.08,0.1,0.72,1188.5795536310534,372.86079913397407,85.0,0.3966962172968805,2.2951519579644137,0.35,1.730330600647248,0.4,1.7,0.5,2.0,0.36,2.46,2025-11-26,-1.3803306006472478,102600000.0,0.0923909172500303,0.4149826246053963,0.0,0.0896617895088593,0.1851851851851851,0.1680502641337071,999.0,0.0005852107019491,not_listed,0.0,0.16235837044387288
Brunei,1149.3506094204704,79.0,1991-06-22,2025-11-18,0.3924050632911392,0.6962025316455697,3.2025316455696204,-2.5063291139240507,0.1012658227848101,0.050632911392405,5.0,0.6,0.4,4.0,-3.6,0.2,0.0,0.8,10.0,0.6,0.6,3.8,-3.2,0.2,0.0,0.7,20.0,0.6,0.65,3.65,-3.0,0.2,0.05,0.6,50.0,0.52,0.78,3.1,-2.32,0.14,0.06,0.48,1149.3506094204704,121.20777423921174,79.0,0.6855180503626149,3.45570407010135,0.5168166995315198,2.5,0.6,3.8,0.65,3.65,0.78,3.1,2025-11-18,-1.98318330046848,102600000.0,0.0476014331491162,0.4149826246053963,0.098415000435438,0.0,0.2222222222222222,0.1573906300410777,999.0,0.0005852107019491,not_listed,0.0,0.12692990750858799
Seychelles,1148.8043915548503,129.0,1990-08-25,2025-10-14,0.5968992248062015,0.7286821705426356,2.2868217054263567,-1.558139534883721,0.1395348837209302,0.1240310077519379,5.0,0.0,0.0,4.8,-4.8,0.0,0.0,1.0,10.0,0.0,0.2,3.9,-3.7,0.0,0.0,0.8,20.0,0.2,0.35,2.9,-2.55,0.05,0.1,0.7,50.0,0.26,0.42,2.86,-2.44,0.02,0.14,0.6,1148.8043915548503,78.96197619968268,129.0,0.538684715906484,2.641501299661023,0.4061180545364181,1.9914457143424629,0.2,3.9,0.35,2.9,0.42,2.86,2025-10-14,-1.5853276598060448,102600000.0,0.0469777911699567,0.4149826246053963,0.0331073470290903,0.0514755643664852,0.0,0.1328753197701703,999.0,0.0005852107019491,not_listed,0.0,0.14028597094313927
Andorra,1128.7088340554938,194.0,1996-11-13,2026-03-27,0.2474226804123711,0.2989690721649484,2.5051546391752577,-2.2061855670103094,0.0412371134020618,0.1134020618556701,5.0,0.2,0.6,2.4,-1.8,0.0,0.0,0.6,10.0,0.2,0.3,2.1,-1.8,0.0,0.1,0.8,20.0,0.15,0.15,1.8,-1.65,0.0,0.1,0.9,50.0,0.36,0.34,2.02,-1.68,0.06,0.16,0.72,1128.7088340554938,273.9189753249723,194.0,0.2988107584899777,2.202699324841704,0.35,1.660629934576963,0.3,2.1,0.15,1.8,0.34,2.02,2026-03-27,-1.310629934576963,102600000.0,0.0240337718691869,0.4149826246053963,0.0,0.1018856182587907,0.074074074074074,0.1348477264517905,999.0,0.0005852107019491,not_listed,0.0,0.14219481172158668
Luxembourg,1360.7320605024163,249.0,1990-03-28,2025-11-14,0.4859437751004016,0.5381526104417671,2.2570281124497993,-1.7188755020080322,0.108433734939759,0.1285140562248996,5.0,0.0,0.0,2.0,-2.0,0.0,0.0,1.0,10.0,0.5,0.3,1.5,-1.2,0.1,0.2,0.7,20.0,0.75,0.5,1.8,-1.3,0.2,0.2,0.65,50.0,0.84,0.72,1.76,-1.04,0.22,0.2,0.56,1360.7320605024163,478.3294272260873,249.0,0.6526047124070775,2.003638442071217,0.4920031112040519,1.510556587296238,0.3,1.5,0.5,1.8,0.72,1.76,2025-11-14,-1.0185534760921862,17280000.0,0.2889453268730984,0.0245366358931705,0.0837760025838404,0.1320341375513013,0.1851851851851851,0.1581550629176668,999.0,0.0005852107019491,not_listed,0.0,0.14426194994613173
Cyprus,1320.2696753556818,272.0,1990-10-31,2026-03-30,0.8566176470588235,0.9485294117647058,1.9705882352941175,-1.0220588235294117,0.2242647058823529,0.1397058823529411,5.0,0.8,1.4,2.2,-0.8,0.2,0.0,0.4,10.0,0.8,1.2,2.1,-0.9,0.2,0.0,0.4,20.0,0.75,0.9,2.15,-1.25,0.2,0.1,0.45,50.0,0.68,0.72,2.26,-1.54,0.18,0.14,0.54,1320.2696753556818,464.1213539100568,272.0,0.7970858613269507,2.0460330954205914,0.60092842759768,1.54251820349324,1.2,2.1,0.9,2.15,0.72,2.26,2026-03-30,-0.94158977589556,18630000.0,0.2427475667068735,0.0410250866339148,0.1480374649578974,0.1251216603119342,0.2962962962962963,0.1658214184259888,999.0,0.0005852107019491,not_listed,0.0,0.1367063011392326
Liechtenstein,1111.989871306936,197.0,1991-03-12,2026-03-29,0.3096446700507614,0.3756345177664975,2.8121827411167515,-2.436548223350254,0.0609137055837563,0.0862944162436548,5.0,0.6,0.6,2.8,-2.2,0.2,0.2,0.4,10.0,0.3,0.3,3.3,-3.0,0.1,0.1,0.7,20.0,0.35,0.3,2.55,-2.25,0.05,0.15,0.75,50.0,0.28,0.28,2.62,-2.34,0.04,0.06,0.76,1111.989871306936,158.39544208812117,197.0,0.3443686294748152,2.646529754015522,0.35,1.9952367001259332,0.3,3.3,0.3,2.55,0.28,2.62,2026-03-29,-1.6452367001259334,102600000.0,0.0049449655992419,0.4149826246053963,0.0,0.0509947676000429,0.1111111111111111,0.1242367203622013,999.0,0.0005852107019491,not_listed,0.0,0.12371088933192295
Bhutan,1107.658814954984,82.0,1999-09-26,2025-11-18,0.3414634146341463,0.6097560975609756,3.707317073170732,-3.097560975609756,0.0853658536585365,0.1097560975609756,5.0,0.0,0.4,3.4,-3.0,0.0,0.0,0.6,10.0,0.4,0.5,2.5,-2.0,0.1,0.2,0.5,20.0,0.4,0.45,2.5,-2.05,0.1,0.15,0.55,50.0,0.24,0.5,3.8,-3.3,0.06,0.08,0.64,1107.658814954984,232.44646672974284,82.0,0.5466451784563245,3.372696845135738,0.4121195011497883,2.5,0.5,2.5,0.45,2.5,0.5,3.8,2025-11-18,-2.0878804988502115,102600000.0,0.0,0.4149826246053963,0.0366479540110459,0.0,0.1481481481481481,0.1240576640678208,999.0,0.0005852107019491,not_listed,0.0,0.10649425270217754
Azerbaijan,1335.3515487562734,276.0,1992-09-17,2025-11-16,0.8115942028985508,0.7137681159420289,1.7246376811594204,-1.0108695652173914,0.1847826086956521,0.2427536231884058,5.0,0.2,0.6,2.2,-1.6,0.0,0.0,0.4,10.0,0.2,0.4,2.3,-1.9,0.0,0.1,0.6,20.0,0.5,0.65,2.3,-1.65,0.1,0.15,0.45,50.0,0.76,0.82,1.86,-1.04,0.2,0.18,0.44,1335.3515487562734,354.908196940323,276.0,0.7507595418630261,1.738235376146062,0.5660027016972113,1.3104674189593442,0.4,2.3,0.65,2.3,0.82,1.86,2025-11-16,-0.7444647172621328,16280000.000000002,0.2599672330140173,0.0114700118664685,0.1274327213119943,0.1829710517292879,0.074074074074074,0.1478240078851229,999.0,0.0005852107019491,not_listed,0.0,0.14191265120468646
Lithuania,1286.3765924538648,299.0,1990-05-27,2026-03-29,0.903010033444816,0.8963210702341137,1.665551839464883,-0.7692307692307693,0.2307692307692307,0.217391304347826,5.0,0.8,0.4,1.6,-1.2,0.2,0.4,0.8,10.0,0.6,0.6,1.9,-1.3,0.1,0.3,0.6,20.0,0.55,0.75,1.7,-0.95,0.1,0.2,0.45,50.0,0.64,0.64,1.8,-1.16,0.14,0.18,0.56,1286.3765924538648,460.8694666042392,299.0,0.718954741649942,1.7640989692434783,0.5420248474792358,1.3299661569073271,0.6,1.9,0.75,1.7,0.64,1.8,2026-03-29,-0.7879413094280915,15450000.0,0.2040502800908253,0.0,0.1132867722557546,0.1773332218859567,0.2222222222222222,0.1372328193752678,999.0,0.0005852107019491,not_listed,0.0,0.11871258971115878
Bosnia and Herzegovina,1599.6764277821585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0227060235907115,1.0343915109216044,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.3602625307263214
Cape Verde,1604.5766062240389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8824056748827903,0.7476788256777424,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.3663201096249596
Czechia,1684.8074564253477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239592262037571,0.8424295774904421,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.40909615891889195
Democratic Republic of Congo,1655.435709822745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9592661706742168,0.697853235713861,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.3908076454657792
Ivory Coast,1717.1799919237476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2779029144612353,0.6123547891498953,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.43141399450830015
New Zealand,1628.2105975609015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2972872894313026,0.8332929573235109,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.39052781934215225
Saudi Arabia,1639.6477201063728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9880022889218794,0.7755175318145714,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.38327543429259947
South Africa,1621.390974718233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9863955368033762,0.6319729470002864,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.38149504047602395
South Korea,1779.4908005972886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2490654581551737,0.7147907361079179,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.45003815861604207
United States,1761.8731727364438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3107848172534189,0.754727968032262,,,,,,,,,80000000.0,,,,,,,999.0,0.001001001001001001,,,0.4446413777128843
